,path,created_at,imaged_at,x,y,z,x',y',z',impulse,speed,vector,lat,lng
0,test.mp4,2019-11-16 09:02:20,0,-209,-149,47,-209.0,-149.0,47.0,260.9425224067553,11.3076,13.13,37.429834,126.89627666666667
0,test.mp4,2019-11-16 09:02:20.111111,0.05,-194,-145,11,15,4,-36,39.20459156782532,11.3076,13.13,37.429834,126.89627666666667
0,test.mp4,2019-11-16 09:02:20.222222,0.1,-201,-158,0,-7,-13,-11,18.411952639521967,11.3076,13.13,37.429834,126.89627666666667
0,test.mp4,2019-11-16 09:02:20.333333,0.15000000000000002,-224,-161,-14,-23,-3,-14,27.09243436828813,11.3076,13.13,37.429834,126.89627666666667
0,test.mp4,2019-11-16 09:02:20.444444,0.2,-220,-162,-1,4,-1,13,13.638181696985855,11.3076,13.13,37.429834,126.89627666666667
0,test.mp4,2019-11-16 09:02:20.555555,0.25,-198,-173,-20,22,-11,-19,31.080540535840107,11.3076,13.13,37.429834,126.89627666666667
0,test.mp4,2019-11-16 09:02:20.666666,0.3,-212,-155,22,-14,18,42,47.791212581394085,11.3076,13.13,37.429834,126.89627666666667
0,test.mp4,2019-11-16 09:02:20.777777,0.35,-224,-175,-22,-12,-20,-44,49.79959839195493,11.3076,13.13,37.429834,126.89627666666667
0,test.mp4,2019-11-16 09:02:20.888888,0.39999999999999997,-186,-170,-12,38,5,10,39.61060464067672,11.3076,13.13,37.429834,126.89627666666667
0,test.mp4,2019-11-16 09:02:21,0.44999999999999996,-203,-172,11,-17,-2,23,28.6705423736629,9.306000000000001,13.53,37.429859,126.89628733333333
0,test.mp4,2019-11-16 09:02:21.050000,0.49999999999999994,-211,-174,24,-8,-2,13,15.394804318340652,9.306000000000001,13.53,37.429859,126.89628733333333
0,test.mp4,2019-11-16 09:02:21.100000,0.5499999999999999,-205,-162,-14,6,12,-38,40.29888335921977,9.306000000000001,13.53,37.429859,126.89628733333333
0,test.mp4,2019-11-16 09:02:21.150000,0.6,-194,-188,18,11,-26,32,42.67317658670374,9.306000000000001,13.53,37.429859,126.89628733333333
0,test.mp4,2019-11-16 09:02:21.200000,0.65,-211,-170,3,-17,18,-15,28.948229652260256,9.306000000000001,13.53,37.429859,126.89628733333333
0,test.mp4,2019-11-16 09:02:21.250000,0.7000000000000001,-218,-147,6,-7,23,3,24.228082879171435,9.306000000000001,13.53,37.429859,126.89628733333333
0,test.mp4,2019-11-16 09:02:21.300000,0.7500000000000001,-214,-153,13,4,-6,7,10.04987562112089,9.306000000000001,13.53,37.429859,126.89628733333333
0,test.mp4,2019-11-16 09:02:21.350000,0.8000000000000002,-210,-177,0,4,-24,-13,27.586228448267445,9.306000000000001,13.53,37.429859,126.89628733333333
0,test.mp4,2019-11-16 09:02:21.400000,0.8500000000000002,-222,-176,-16,-12,1,-16,20.024984394500787,9.306000000000001,13.53,37.429859,126.89628733333333
0,test.mp4,2019-11-16 09:02:21.450000,0.9000000000000002,-225,-152,-8,-3,24,8,25.475478405713993,9.306000000000001,13.53,37.429859,126.89628733333333
0,test.mp4,2019-11-16 09:02:21.500000,0.9500000000000003,-201,-158,-4,24,-6,4,25.059928172283335,9.306000000000001,13.53,37.429859,126.89628733333333
0,test.mp4,2019-11-16 09:02:21.550000,1.0000000000000002,-192,-189,21,9,-31,25,40.82891132518721,9.306000000000001,13.53,37.429859,126.89628733333333
0,test.mp4,2019-11-16 09:02:21.600000,1.0500000000000003,-202,-152,4,-10,37,-17,41.92851058647326,9.306000000000001,13.53,37.429859,126.89628733333333
0,test.mp4,2019-11-16 09:02:21.650000,1.1000000000000003,-202,-152,4,0,0,0,0.0,9.306000000000001,13.53,37.429859,126.89628733333333
0,test.mp4,2019-11-16 09:02:21.700000,1.1500000000000004,-196,-174,5,6,-22,1,22.825424421026653,9.306000000000001,13.53,37.429859,126.89628733333333
0,test.mp4,2019-11-16 09:02:21.750000,1.2000000000000004,-208,-191,3,-12,-17,-2,20.904544960366874,9.306000000000001,13.53,37.429859,126.89628733333333
0,test.mp4,2019-11-16 09:02:21.800000,1.2500000000000004,-229,-179,12,-21,12,9,25.80697580112788,9.306000000000001,13.53,37.429859,126.89628733333333
0,test.mp4,2019-11-16 09:02:21.850000,1.3000000000000005,-218,-160,-27,11,19,-39,44.75488800120049,9.306000000000001,13.53,37.429859,126.89628733333333
0,test.mp4,2019-11-16 09:02:21.900000,1.3500000000000005,-218,-182,12,0,-22,39,44.77722635447622,9.306000000000001,13.53,37.429859,126.89628733333333
0,test.mp4,2019-11-16 09:02:21.950000,1.4000000000000006,-225,-157,-19,-7,25,-31,40.43513323831146,9.306000000000001,13.53,37.429859,126.89628733333333
0,test.mp4,2019-11-16 09:02:22,1.4500000000000006,-220,-157,-22,5,0,-3,5.830951894845301,6.147,13.73,37.42987633333333,126.896297
0,test.mp4,2019-11-16 09:02:22.050000,1.5000000000000007,-179,-182,55,41,-25,77,90.74690077352504,6.147,13.73,37.42987633333333,126.896297
0,test.mp4,2019-11-16 09:02:22.100000,1.5500000000000007,-232,-164,-37,-53,18,-92,107.68936809174804,6.147,13.73,37.42987633333333,126.896297
0,test.mp4,2019-11-16 09:02:22.150000,1.6000000000000008,-224,-185,5,8,-21,42,47.634021455258214,6.147,13.73,37.42987633333333,126.896297
0,test.mp4,2019-11-16 09:02:22.200000,1.6500000000000008,-207,-163,37,17,22,32,42.391036788453285,6.147,13.73,37.42987633333333,126.896297
0,test.mp4,2019-11-16 09:02:22.250000,1.7000000000000008,-235,-166,-13,-28,-3,-50,57.38466694161429,6.147,13.73,37.42987633333333,126.896297
0,test.mp4,2019-11-16 09:02:22.300000,1.7500000000000009,-204,-168,2,31,-2,15,34.49637662132068,6.147,13.73,37.42987633333333,126.896297
0,test.mp4,2019-11-16 09:02:22.350000,1.800000000000001,-187,-178,24,17,-10,22,29.546573405388315,6.147,13.73,37.42987633333333,126.896297
0,test.mp4,2019-11-16 09:02:22.400000,1.850000000000001,-199,-187,52,-12,-9,28,31.76476034853718,6.147,13.73,37.42987633333333,126.896297
0,test.mp4,2019-11-16 09:02:22.450000,1.900000000000001,-227,-165,24,-28,22,-28,45.2990066116245,6.147,13.73,37.42987633333333,126.896297
0,test.mp4,2019-11-16 09:02:22.500000,1.950000000000001,-193,-155,5,34,10,-19,40.2119385257662,6.147,13.73,37.42987633333333,126.896297
0,test.mp4,2019-11-16 09:02:22.550000,2.000000000000001,-224,-156,-10,-31,-1,-15,34.45286635390443,6.147,13.73,37.42987633333333,126.896297
0,test.mp4,2019-11-16 09:02:22.600000,2.0500000000000007,-219,-184,-1,5,-28,9,29.832867780352597,6.147,13.73,37.42987633333333,126.896297
0,test.mp4,2019-11-16 09:02:22.650000,2.1000000000000005,-219,-184,-1,0,0,0,0.0,6.147,13.73,37.42987633333333,126.896297
0,test.mp4,2019-11-16 09:02:22.700000,2.1500000000000004,-217,-165,15,2,19,16,24.919871588754223,6.147,13.73,37.42987633333333,126.896297
0,test.mp4,2019-11-16 09:02:22.750000,2.2,-225,-183,8,-8,-18,-7,20.904544960366874,6.147,13.73,37.42987633333333,126.896297
0,test.mp4,2019-11-16 09:02:22.800000,2.25,-219,-181,4,6,2,-4,7.483314773547883,6.147,13.73,37.42987633333333,126.896297
0,test.mp4,2019-11-16 09:02:22.850000,2.3,-216,-169,18,3,12,14,18.681541692269406,6.147,13.73,37.42987633333333,126.896297
0,test.mp4,2019-11-16 09:02:22.900000,2.3499999999999996,-204,-171,-6,12,-2,-24,26.90724809414742,6.147,13.73,37.42987633333333,126.896297
0,test.mp4,2019-11-16 09:02:22.950000,2.3999999999999995,-236,-154,-13,-32,17,-7,36.90528417449187,6.147,13.73,37.42987633333333,126.896297
0,test.mp4,2019-11-16 09:02:23,2.4499999999999993,-219,-162,14,17,-8,27,32.89376840679705,3.9221999999999997,13.77,37.429888166666665,126.89630083333333
0,test.mp4,2019-11-16 09:02:23.052631,2.499999999999999,-230,-158,4,-11,4,-10,15.394804318340652,3.9221999999999997,13.77,37.429888166666665,126.89630083333333
0,test.mp4,2019-11-16 09:02:23.105263,2.549999999999999,-237,-141,-4,-7,17,-8,20.049937655763422,3.9221999999999997,13.77,37.429888166666665,126.89630083333333
0,test.mp4,2019-11-16 09:02:23.157894,2.5999999999999988,-224,-155,-5,13,-14,-1,19.131126469708992,3.9221999999999997,13.77,37.429888166666665,126.89630083333333
0,test.mp4,2019-11-16 09:02:23.210526,2.6499999999999986,-224,-142,23,0,13,28,30.870698080866262,3.9221999999999997,13.77,37.429888166666665,126.89630083333333
0,test.mp4,2019-11-16 09:02:23.263157,2.6999999999999984,-214,-152,11,10,-10,-12,18.547236990991408,3.9221999999999997,13.77,37.429888166666665,126.89630083333333
0,test.mp4,2019-11-16 09:02:23.315789,2.7499999999999982,-228,-147,8,-14,5,-3,15.165750888103101,3.9221999999999997,13.77,37.429888166666665,126.89630083333333
0,test.mp4,2019-11-16 09:02:23.368421,2.799999999999998,-218,-166,1,10,-19,-7,22.58317958127243,3.9221999999999997,13.77,37.429888166666665,126.89630083333333
0,test.mp4,2019-11-16 09:02:23.421052,2.849999999999998,-241,-144,1,-23,22,0,31.827660925679098,3.9221999999999997,13.77,37.429888166666665,126.89630083333333
0,test.mp4,2019-11-16 09:02:23.473684,2.8999999999999977,-233,-157,3,8,-13,2,15.394804318340652,3.9221999999999997,13.77,37.429888166666665,126.89630083333333
0,test.mp4,2019-11-16 09:02:23.526315,2.9499999999999975,-217,-153,21,16,4,18,24.413111231467404,3.9221999999999997,13.77,37.429888166666665,126.89630083333333
0,test.mp4,2019-11-16 09:02:23.578947,2.9999999999999973,-231,-152,5,-14,1,-16,21.283796653792763,3.9221999999999997,13.77,37.429888166666665,126.89630083333333
0,test.mp4,2019-11-16 09:02:23.631578,3.049999999999997,-231,-152,5,0,0,0,0.0,3.9221999999999997,13.77,37.429888166666665,126.89630083333333
0,test.mp4,2019-11-16 09:02:23.684210,3.099999999999997,-243,-148,9,-12,4,4,13.2664991614216,3.9221999999999997,13.77,37.429888166666665,126.89630083333333
0,test.mp4,2019-11-16 09:02:23.736842,3.149999999999997,-234,-139,2,9,9,-7,14.52583904633395,3.9221999999999997,13.77,37.429888166666665,126.89630083333333
0,test.mp4,2019-11-16 09:02:23.789473,3.1999999999999966,-236,-141,-2,-2,-2,-4,4.898979485566356,3.9221999999999997,13.77,37.429888166666665,126.89630083333333
0,test.mp4,2019-11-16 09:02:23.842105,3.2499999999999964,-222,-165,3,14,-24,5,28.231188426986208,3.9221999999999997,13.77,37.429888166666665,126.89630083333333
0,test.mp4,2019-11-16 09:02:23.894736,3.2999999999999963,-220,-166,27,2,-1,24,24.1039415863879,3.9221999999999997,13.77,37.429888166666665,126.89630083333333
0,test.mp4,2019-11-16 09:02:23.947368,3.349999999999996,-231,-134,1,-11,32,-26,42.67317658670374,3.9221999999999997,13.77,37.429888166666665,126.89630083333333
0,test.mp4,2019-11-16 09:02:24,3.399999999999996,-223,-145,25,8,-11,24,27.586228448267445,3.8466,16.76,37.4298985,126.89630466666667
0,test.mp4,2019-11-16 09:02:24.050000,3.4499999999999957,-231,-150,-16,-8,-5,-41,42.07136793592526,3.8466,16.76,37.4298985,126.89630466666667
0,test.mp4,2019-11-16 09:02:24.100000,3.4999999999999956,-235,-155,17,-4,-5,33,33.61547262794322,3.8466,16.76,37.4298985,126.89630466666667
0,test.mp4,2019-11-16 09:02:24.150000,3.5499999999999954,-213,-161,36,22,-6,19,29.68164415931166,3.8466,16.76,37.4298985,126.89630466666667
0,test.mp4,2019-11-16 09:02:24.200000,3.599999999999995,-230,-135,1,-17,26,-35,46.79743582719036,3.8466,16.76,37.4298985,126.89630466666667
0,test.mp4,2019-11-16 09:02:24.250000,3.649999999999995,-239,-149,2,-9,-14,1,16.673332000533065,3.8466,16.76,37.4298985,126.89630466666667
0,test.mp4,2019-11-16 09:02:24.300000,3.699999999999995,-232,-160,1,7,-11,-1,13.076696830622021,3.8466,16.76,37.4298985,126.89630466666667
0,test.mp4,2019-11-16 09:02:24.350000,3.7499999999999947,-237,-146,15,-5,14,14,20.42057785666214,3.8466,16.76,37.4298985,126.89630466666667
0,test.mp4,2019-11-16 09:02:24.400000,3.7999999999999945,-252,-155,-3,-15,-9,-18,25.099800796022265,3.8466,16.76,37.4298985,126.89630466666667
0,test.mp4,2019-11-16 09:02:24.450000,3.8499999999999943,-219,-153,5,33,2,8,34.0147027033899,3.8466,16.76,37.4298985,126.89630466666667
0,test.mp4,2019-11-16 09:02:24.500000,3.899999999999994,-236,-163,17,-17,-10,12,23.08679276123039,3.8466,16.76,37.4298985,126.89630466666667
0,test.mp4,2019-11-16 09:02:24.550000,3.949999999999994,-215,-145,8,21,18,-9,29.086079144497972,3.8466,16.76,37.4298985,126.89630466666667
0,test.mp4,2019-11-16 09:02:24.600000,3.999999999999994,-225,-147,9,-10,-2,1,10.246950765959598,3.8466,16.76,37.4298985,126.89630466666667
0,test.mp4,2019-11-16 09:02:24.650000,4.049999999999994,-225,-147,9,0,0,0,0.0,3.8466,16.76,37.4298985,126.89630466666667
0,test.mp4,2019-11-16 09:02:24.700000,4.099999999999993,-219,-154,2,6,-7,-7,11.575836902790225,3.8466,16.76,37.4298985,126.89630466666667
0,test.mp4,2019-11-16 09:02:24.750000,4.149999999999993,-219,-134,17,0,20,15,25.0,3.8466,16.76,37.4298985,126.89630466666667
0,test.mp4,2019-11-16 09:02:24.800000,4.199999999999993,-220,-158,20,-1,-24,3,24.20743687382041,3.8466,16.76,37.4298985,126.89630466666667
0,test.mp4,2019-11-16 09:02:24.850000,4.249999999999993,-220,-142,8,0,16,-12,20.0,3.8466,16.76,37.4298985,126.89630466666667
0,test.mp4,2019-11-16 09:02:24.900000,4.299999999999993,-234,-153,20,-14,-11,12,21.470910553583888,3.8466,16.76,37.4298985,126.89630466666667
0,test.mp4,2019-11-16 09:02:24.950000,4.3499999999999925,-217,-137,19,17,16,-1,23.366642891095847,3.8466,16.76,37.4298985,126.89630466666667
0,test.mp4,2019-11-16 09:02:25,4.399999999999992,-225,-155,20,-8,-18,1,19.72308292331602,4.7034,15.47,37.429909333333335,126.89630983333333
0,test.mp4,2019-11-16 09:02:25.050000,4.449999999999992,-236,-138,8,-11,17,-12,23.53720459187964,4.7034,15.47,37.429909333333335,126.89630983333333
0,test.mp4,2019-11-16 09:02:25.100000,4.499999999999992,-234,-122,-4,2,16,-12,20.09975124224178,4.7034,15.47,37.429909333333335,126.89630983333333
0,test.mp4,2019-11-16 09:02:25.150000,4.549999999999992,-234,-126,-22,0,-4,-18,18.439088914585774,4.7034,15.47,37.429909333333335,126.89630983333333
0,test.mp4,2019-11-16 09:02:25.200000,4.599999999999992,-241,-131,1,-7,-5,23,24.55605831561735,4.7034,15.47,37.429909333333335,126.89630983333333
0,test.mp4,2019-11-16 09:02:25.250000,4.6499999999999915,-210,-144,20,31,-13,19,38.61346915261564,4.7034,15.47,37.429909333333335,126.89630983333333
