,path,created_at,imaged_at,x,y,z,x',y',z',impulse,speed,vector,lat,lng
0,65호3578_20191107_133743_DE_1.mp4,2019-11-07 04:37:33,0,30,29,272,30.0,29.0,272.0,275.1817581163403,82.48140000000001,227.24,37.197391833333334,127.01928
0,65호3578_20191107_133743_DE_1.mp4,2019-11-07 04:37:33.200000,0.05,46,2,269,16,-27,-3,31.52776554086889,82.48140000000001,227.24,37.197391833333334,127.01928
0,65호3578_20191107_133743_DE_1.mp4,2019-11-07 04:37:33.400000,0.1,62,54,253,16,52,-16,56.7097875150313,82.48140000000001,227.24,37.197391833333334,127.01928
0,65호3578_20191107_133743_DE_1.mp4,2019-11-07 04:37:33.600000,0.15000000000000002,50,3,260,-12,-51,7,52.85830114561004,82.48140000000001,227.24,37.197391833333334,127.01928
0,65호3578_20191107_133743_DE_1.mp4,2019-11-07 04:37:33.800000,0.2,67,47,253,17,44,-7,47.686476070265456,82.48140000000001,227.24,37.197391833333334,127.01928
0,65호3578_20191107_133743_DE_1.mp4,2019-11-07 04:37:34,0.25,47,23,278,-20,-24,25,40.01249804748511,80.1288,229.64,37.19725533333333,127.01908433333334
0,65호3578_20191107_133743_DE_1.mp4,2019-11-07 04:37:34.052631,0.3,21,12,319,-26,-11,41,49.77951385861457,80.1288,229.64,37.19725533333333,127.01908433333334
0,65호3578_20191107_133743_DE_1.mp4,2019-11-07 04:37:34.105263,0.35,101,29,325,80,17,6,82.00609733428362,80.1288,229.64,37.19725533333333,127.01908433333334
0,65호3578_20191107_133743_DE_1.mp4,2019-11-07 04:37:34.157894,0.39999999999999997,101,29,325,0,0,0,0.0,80.1288,229.64,37.19725533333333,127.01908433333334
0,65호3578_20191107_133743_DE_1.mp4,2019-11-07 04:37:34.210526,0.44999999999999996,84,-7,274,-17,-36,-51,64.69930447848725,80.1288,229.64,37.19725533333333,127.01908433333334
0,65호3578_20191107_133743_DE_1.mp4,2019-11-07 04:37:34.263157,0.49999999999999994,155,89,281,71,96,7,119.60769206033531,80.1288,229.64,37.19725533333333,127.01908433333334
0,65호3578_20191107_133743_DE_1.mp4,2019-11-07 04:37:34.315789,0.5499999999999999,22,21,256,-133,-68,-25,151.45296299511608,80.1288,229.64,37.19725533333333,127.01908433333334
0,65호3578_20191107_133743_DE_1.mp4,2019-11-07 04:37:34.368421,0.6,41,30,204,19,9,-52,56.089214649520635,80.1288,229.64,37.19725533333333,127.01908433333334
0,65호3578_20191107_133743_DE_1.mp4,2019-11-07 04:37:34.421052,0.65,34,-41,205,-7,-71,1,71.35124385741288,80.1288,229.64,37.19725533333333,127.01908433333334
0,65호3578_20191107_133743_DE_1.mp4,2019-11-07 04:37:34.473684,0.7000000000000001,42,61,306,8,102,101,143.76717288727633,80.1288,229.64,37.19725533333333,127.01908433333334
